title,address,area,price,number_bedroom,number_wc,number_floor,direction,entrance,facade,number_parking,id_estate 
"Căn hộ diamond park plaza chuẩn bị bàn giao, giá chỉ từ 4 tỷ/căn full nội thất","Láng Hạ (Ba Đình), Phường Thành Công, Quận Ba Đình, Hà Nội",54,4000.0,,,,,,,,3946028
"Bán căn hộ 2pn udic westlake,nhận nhà luôn, giá chỉ từ 3,2 tỷ","Udic Westlake, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",85,3200.0,2,2,,,,,1,3946045
Ht pearl căn hộ trung tâm hot nhất khu đông,"HT Pearl, Phường An Bình, Thị Xã Dĩ An, Bình Dương",55,1600.0,,1,35,Đông nam,20,17,,3953214
"Hc golden city: căn 2pn ở ngay chỉ 3.1 tỷ, quà tân gia tới 50tr, full nội thất","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",71,3100.0,2,2,,,,,,3957112
Căn hộ cao cấp the pavilion phong cách ốc đảo nghỉ dưỡng singapore,"Vinhomes Ocean Park, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",47,2000.0,1,1,1,Tây bắc,40,15,4,3957101
Chính Thức Nhận Booking Giữ Chỗ Chung Cư Chí Linh Center Vũng Tàu ,"Khu đô thị Chí Linh, Thành Phố Vũng Tàu, ",75,45,,,,,,,,3957103
Chính thức nhận đặt chỗ chí linh center ở vũng tàu giá chỉ 45tr/m2,"Khu đô thị Chí Linh, Phường 10, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu",64,3000.0,2,2,25,Đông nam,30,60,,3957095
Ch becons bee 2pn thanh toán 320tr nhận nhà tháng 8,"Bcons Bee, Phường Bình An, Thị Xã Dĩ An, Bình Dương",53,1650.0,2,2,24,,,,,3956422
"Căn hộ sở hữu lâu dài, view trọn vịnh nha trang xinh đẹp - new galaxy nha trang","Khu đô thị biển An Viên, Phường Vĩnh Trường, Thành Phố Nha Trang, Khánh Hòa",53,2500.0,1,1,23,,30,30,1,3947473
"Thông tin căn hộ new galaxy nha trang sát biển, sở hữu lâu dài chỉ với 1.7 tỷ","Khu đô thị biển An Viên, Phường Vĩnh Trường, Thành Phố Nha Trang, Khánh Hòa",35,1700.0,1,1,23,,30,30,1,3947441
"Bảng giá lavita thuận an, rổ hàng mới nhất từ chủ đầu tư hưng thịnh","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",50,1800.0,1,1,38,,40,40,1,3898511
"New galaxy hưng thịnh, cần bán căn nội bộ giá rẻ. lh 0931025383 nhận ck cao nhất","Căn hộ làng đại học Thủ Đức, Thị Xã Dĩ An, Bình Dương",51,1700.0,1,1,19,,32,32,1,3823425
"Căn hộ ở liền khu phú mỹ hưng quận 7, q7 boulevard hưng thịnh, chỉ từ 2.3 tỷ","Q7 Boulevard, Quận 7, TP HCM",50,2300.0,1,1,23,,40,40,1,3872787
Hồ tràm complex hưng thịnh - căn hộ 5 sao ở cung đường đẹp nhất bãi biển hồ tràm,"Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu",53,1600.0,2,1,21,,42,42,1,3757683
Những căn giá rẻ nhất dự án q7 saigon riverside complex,"Saigon Riverside Complex, Phường Phú Thuận, Quận 7, TP HCM",54,2000.0,2,1,34,,40,40,2,3357139
Căn hộ quận 7 sát sông sài gòn 54m2 2 tỷ đã vat cđt hưng thịnh,"Saigon Riverside Complex, Phường Phú Thuận, Quận 7, TP HCM",54,1900.0,2,1,34,,40,40,2,3357184
Căn hộ quận 7 2pn view sông q7 saigon riverside complex,"Saigon Riverside Complex, Phường Phú Thuận, Quận 7, TP HCM",67,2500.0,2,2,34,,40,40,2,3357227
Bán căn hộ 5 sao vũng tàu pearl hưng thịnh cách biển bãi sau 150m giá rẻ nhất,"Vũng Tàu Pearl, Phường Thắng Tam, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu",53,2000.0,1,1,33,Đông,40,40,2,3547958
Bán 5 suất nội bộ căn hộ quy nhơn melody ck 3 18 chỉ 1 7 tỷ lh 0931025383,"Quy Nhơn Melody Hưng Thịnh, Phường Bùi Thị Xuân, Thành Phố Quy Nhơn, Bình Định",50,1700.0,1,1,35,,40,40,2,3449305
"Không gian sống xanh, muôn vàn tiện ích tại căn hộ biên hòa universe complex","Biên Hòa Universe Complex, TP Biên Hòa, Đồng Nai",72,2200.0,2,2,29,,40,40,1,3878570
"Hưng thịnh mở bán chung cư lavita thuận an cao cấp, mặt tiền đại lộ bình dương","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",70,2250.0,2,2,38,,40,40,1,3894046
Tiến độ xây dựng lavita thuận an mới nhất - căn hộ mặt tiền đại lộ bình dương,"Đại Lộ Bình DƯơng, Phường Thuận Giao, Thị Xã Thuận An, Bình Dương",50,1800.0,1,1,38,Đông nam,40,40,1,3896866
Mở bán đợt cuối dự án phương đông greenhome ch 2pn,"Phường Đức Giang, Quận Long Biên, Hà Nội",71,2300.0,2,2,,,,,,3957062
Chính chủ bán gấp căn góc 01 tầng trung dự án the matrix one giá chỉ 6.2 tỉ.,"The Matrix One, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",110,6200.0,3,2,,,,,1,3952646
Chỉ cần thanh toán 851tr sở hữu căn hộ 95m thuộc kđt tứ hiệp thanh trì chung cư,"Tecco Diamond, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",95,2840.0,3,2,,,,,1,3950990
"Căn hộ 2pn chỉ 1.8 tỷ thuộc kđt tứ hiệp thanh trì, nhận nhà ngay","Tecco Diamond, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",69,1870.0,2,2,,,,,1,3950866
Chung cư tecco diamond nhận nhà ở ngay. giá tốt,"Tecco Diamond, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",69,1870.0,2,2,,Đông bắc,,,1,3948168
Nhanh tay sở hữu căn hộ 69m chỉ với 561tr thuộc khu đô thị tứ hiệp,"Tecco Diamond, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",69,1870.0,2,2,,,,,1,3949845
Căn hộ 95m kđt tứ hiệp chỉ với 802tr nhận nhà luônhà o,"Tecco Diamond, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",95,2680.0,3,2,,,,,1,3950431
Chỉ cần hơn 500 triêu sở hữu ngay căn hộ 2pn 2vs 2 logia dự án tecco diamond,"Tecco Diamond, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",64,1850.0,2 ,2,14,,,,1,3953731
"Tặng 5 chỉ vàng khi mua căn 2pn giá 1,8 tỷ","Tecco Diamond, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",64,1850.0,2,2,,,,,1,3954732
Chung cư tecco diamond thanh toán 550tr sở hữu căn hộ 2pn 64m nhận nhà ở ngay.,"Tecco Diamond, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",64,1840.0,2,2,14,,,,1,3945877
"Bán căn hộ 75m2 , thiết kế 2 phòng ngủ, 2vệ sinh ,2 logia giá chỉ 27,5tr/m","Rose Town, Quận Hoàng Mai, Hà Nội",71,1980.0,2,2,,,,,1,3943962
"Cơ hội cuối cùng sở hữu căn hộ 2pn 2vs 2logia 1,8ty ngay trung tâm","Tecco Diamond, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",69,1870.0,2,2,,,,,1,3955519
Cần bán căn hộ 2pn diện tích 64m tecco diamond,"Tecco Diamond, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",64,1850.0,2,2,,,,,1,3955321
Bán căn hộ tân phú richstar 65m2 2pn 2wc hướng đông nam giá 2.8 tỷ,"Căn hộ Richstar Tân Phú, Phường Hiệp Tân, Quận Tân Phú, TP HCM",65,2800.0,2,2,18,Đông nam,,,1,3947299
Căn 2pn 1wc 61m2 t8 bc đông nam chỉ 1 582tr tại valencia garden long biên,"Căn hộ Valencia Garden, Phường Việt Hưng, Quận Long Biên, Hà Nội",61,1580.0,2,1,8,Đông nam,,,1,3954697
Cđt mở bán căn hộ cao cấp giá chỉ 2 9 tỷ 2pn 3 9 tỷ 3pn tại berriver,"Berriver Jardin, Phường Bồ Đề, Quận Long Biên, Hà Nội",64,2900.0,2,2,,,,,4,3954255
"Chỉ 1.449tỷ sở hữu ngay căn 2pn 1wc (61m2) t6, bc đông nam tại valencia garden","Căn hộ Valencia Garden, Phường Việt Hưng, Quận Long Biên, Hà Nội",61,1490.0,2,1,6,Đông nam,,,1,3953675
"Căn 2pn 1wc (61m2) bc đông nam, view vinhome. chỉ 1.5tỷ valencia garden","Căn hộ Valencia Garden, Phường Việt Hưng, Quận Long Biên, Hà Nội",61,1550.0,2,1,8,Đông nam,,,1,3953444
Sở hữu ngay căn góc 3pn 113m2 t8 bc chính đông chỉ 5.250tỷ berriver jardin,"Berriver Jardin, Phường Bồ Đề, Quận Long Biên, Hà Nội",113,5250.0,3,2,8,Đông,,,1,3955557
"Căn hộ giá tốt nhất hc golden city 3pn (120m2) t16, bc đông bắc, chỉ 6.1 tỷ","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",120,6100.0,3,2,16,,,,1,3956445
"Duy nhất, căn 4pn (148m2) t25, bc đông nam lộng gió.chỉ 6.389tỷ tại hc gold city","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",148,6390.0,4,3,25,Đông nam,,,1,3957017
"Chỉ 1.544tỷ, sở hữu ngày căn 2pn (61m2) tầng 8, bc đông nam tại valencia garden","Căn hộ Valencia Garden, Phường Việt Hưng, Quận Long Biên, Hà Nội",61,1540.0,2,1,8,Đông nam,,,1,3953221
Trực tiếp cđt căn 3pn 82m2 tầng 5 chỉ 3 560tr tại hc golden city,"HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3560.0,3,2,,,,,4,3952141
"Cđt mở bán căn 2pn (71m2) tầng 5, đông bắc, chỉ 2.2 tại phương đông green home","Hà Nội HomeLand, Phường Đức Giang, Quận Long Biên, Hà Nội",71,2200.0,2,2,,,,,4,3952873
Cđt mở bán ch 50m2 63m2 82m2 84m2 tầng đẹp hướng đẹp chưng cư le gand jardin,"Chung cư Le Grand Jardin, Phường Sài Đồng, Quận Long Biên, Hà Nội",77,2900.0,2,2,,,,,4,3947359
"Nhận nhà ở ngay, chỉ 1.9 tỷ/căn 2pn (71m2) bc đông nam tại eurowindow river park","Chung cư Eurowindow River Park, Xã Đông Hội, Huyện Đông Anh, Hà Nội",71,1900.0,2,2,12,Đông nam,,,1,3947423
"Sở hữu căn hộ 2 pn (77m2) đông nam, view bể bơi chỉ 850tr tại le grand jardin","Chung cư Le Grand Jardin, Phường Sài Đồng, Quận Long Biên, Hà Nội",77,2900.0,2,2,,,,,4,3946749
"Chỉ 630tr sở hữu ngay căn 2pn(68m2) tầng 24, bc đông bắc,tại eurowindow river p","Chung cư Eurowindow River Park, Thị Trấn Đông Anh, Huyện Đông Anh, Hà Nội",68,1850.0,2,2,24,Đông bắc,,,1,3946765
Bán căn 3pn 91m2 bc đông nam view sông đuống chỉ 2 4tỷ tại euro river park,"Chung cư Eurowindow River Park, Xã Đông Hội, Huyện Đông Anh, Hà Nội",91,2400.0,3,2,14,Đông nam,,,1,3947164
Cđt cập nhật bảng giá t5 2022 sở hữu 2pn đông bắc hỗ trợ 0 ls 18th ck 3 5,"Phường Đức Giang, Quận Long Biên, Hà Nội",72,2200.0,2,2,10,,,,4,3946605
"Căn 2pn 2wc (63m2) bc đông nam, view sông đuống.chỉ 1.75tỷ eurowindow river park","Chung cư Eurowindow River Park, Xã Đông Hội, Huyện Đông Anh, Hà Nội",63,1750.0,2,2,24,Đông nam,,,1,3946601
"Bán ngay căn 2pn (71m2) tầng 5, bc đông bắc, chỉ 2.2 tỷ tại phương đông green","KĐT Việt Hưng, Phường Đức Giang, Quận Long Biên, Hà Nội",71,2200.0,2,2,5,,,,,3945102
"Chính chủ bán ngay, căn góc 3pn(87m2)tầng 6,bc đông nam.chỉ 4.1tỷ hc golden city","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",87,4100.0,3,2,6,,,,1,3944444
Căn hộ chung cư 1-3 pn shantira legasky suite,"Shantira Beach Resort & Spa, Phường Cẩm An, TP Hội An, Quảng Nam",26.7,1800.0,2,,11,,,,,3957037
"Bán ch de capella q2, 94m2, full nội thất, 3 pn","Căn hộ De Capella, Phường An Khánh, Quận 2, TP HCM",94,5700.0,3,2,,,,,,3957030
Bán căn hộ de capella 86m2 2 pn full nội thát,"Căn hộ De Capella, Phường Bình Khánh, Quận 2, TP HCM",86,4450.0,2,2,,,,,,3957008
Chỉ 300 triệu có thể sở hữu ngay căn hộ bcons bee cách big c dĩ an tầm 5 phút,"Bcons Bee, Phường An Bình, Thị Xã Dĩ An, Bình Dương",55,1500.0,2,2,,Tây Nam,,,,3957007
Shophouse ricca tp. thủ đức giá gốc cđt. 37 triệu/m2 (vat) đã có sổ,"Phường Phú Hữu, Quận 9, TP HCM",115,4320.0, 1,1,18,,30,30,4,3954745
"Bán chung cư mini ngọc lâm - nguyễn văn cừ mới, ô tô đỗ cửa 35 50m","Berriver Long Biên, Quận Long Biên, Hà Nội",48,680,2,1,6,Nam,5,6,,3937737
"Chính chủ bán chung cư mini ngọc thụy nguyễn văn cừ giá rẻ, đường ô tô đỗ","Quận Long Biên, Hà Nội",46,680,2,1,7,Nam,5,6,,3938053
"Chính chủ bán chung cư mini phương mai cách đại học y 1, 2 km ở ngay, đẹp, rẻ","Chung cư Vân Hồ 3, Quận Hai Bà Trưng, Hà Nội",35,600,1,1,7,Đông bắc,4,5,,3939613
"Bán chung cư mini hồ tùng mậu siêu rẻ 35- 46m2, đẹp, rẻ, chiết khấu cao ở ngay","Hồ Tùng Mậu, Quận Cầu Giấy, Hà Nội",23,600,1,1,6,Đông bắc,4,5,,3914231
"Chết khấu khủng 120tr khi mua căn hộ mini tại trần khát chân hai bà trưng, hà","Trần Khát Chân, Quận Hai Bà Trưng, Hà Nội",35,780,1,1,7,Đông nam,6,5,,3894342
"Siêu hotchung cư mini xuân đỉnh đường ô tô đỗ, giá rẻ ở ngay","Đường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",48,820,2,1,7,Đông bắc,5,6,,3894399
"Bán chung cư mini phạm ngọc thạch kim liên, 35 -50m2, giá từ 600tr/căn","Kim liên, Quận Đống Đa, Hà Nội",35,630,1,1,6,Đông nam,5,6,,3894850
"Chung cư mini trần khát chân điểm đến lý tưởng cho bạn, giá rẻ, ở ngay","Trần Khát Chân, Quận Hai Bà Trưng, Hà Nội",35,870,1,1,7,Đông bắc,6,8,,3877962
"Trực tiếp bán chung cư mini xuân đỉnh dt 35m2 50m2, ở ngay, full đồ","Đường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",50,1050.0,1,1,7,Đông nam,5,8,,3794755
Bán căn hộ chung cư cao cấp t&t trung tâm vinh,"Phường Quang Trung, Thành phố Vinh, Nghệ An",60,1400000.0,2,2,28,,25,,4,3956994
Bán căn chung cư 2n tại feliz homes - hoàng mai giá 2.7 tỷ,"Feliz Homes, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",67,2700.0,2,2,9,Nam,,,4,3956995
Sắp bàn giao nhà k đủ tiền vào nên bán gấp căn 1105 3 ngủ mà giá chỉ hơn 3 tỷ,"Rose Town, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",92,2940.0,3,2,,Đông bắc,,,1,3945951
Tôi cần bán gấp căn hộ 71m2 dự án lavender garden 176 định công,"Lavender Garden, Phường Định Công, Quận Hoàng Mai, Hà Nội",69,2350.0,2,2,,,,,1,3945965
"Mt eastmark city quận 9 giá cực tốt, chỉ 39 triệu/m2. thanh toán 30% đến khi nhậ","Phường Hiệp Phú, Quận 9, TP HCM",70,2730.0,,,,,,,,3954662
"Bán căn hộ mt eastmark city quận 9 giá cực tốt, chỉ 39 triệu/m2.","KDC Centana Điền Phúc Thành, Phường Long Trường, Quận 9, TP HCM",70,2730.0,2,2,,,,,1,3953069
Mt eastmark city 39 triệu/m2. thanh toán 30% nhận nhà. ck 1 -5%,"TRƯỜNG LƯU , Phường Hiệp Phú, Quận 9, TP HCM",60,2340.0,1,1,,Đông nam,,,1,3953961
Mt eastmark city 39 triệu m2 thanh toán 30 nhận nhà ck 1 5,"Phường Long Trường, Quận 9, TP HCM",60,2340.0,1,1,,,,,1,3953046
"Căn hộ giá rẻ , hưởng thụ mức sống chuyên gia","KDC Centana Điền Phúc Thành, Phường Long Trường, Quận 9, TP HCM",60,2340.0,,,,,,,,3950141
Bán căn hộ giá tốt dự án mteastmark city q9,"MT Eastmark City, Phường Long Trường, Quận 9, TP HCM",65,2535000.0,,,,,,,,3949530
Bán căn hộ giá tốt . dự án mteastmark city,"Phường Long Trường, Quận 9, TP HCM",65,2535000.0,1,1,,,,,1,3949537
Căn hộ giá tốt quận 9 dự án mteastmark city,"MT Eastmark City, Phường Long Trường, Quận 9, TP HCM",65,Thỏa thuận,1,1,,,,,1,3949524
Bán căn hộ giá rẻ thụ hưởng cuộc sống chuẩn chuyên gia,"Phường Long Trường, Quận 9, TP HCM",60,2340.0,1,1,,,,,1,3949952
Bán căn hộ giá tốt hưởng thụ tiện ích chuẩn chuyên gia,"KDC Centana Điền Phúc Thành, Phường Long Trường, Quận 9, TP HCM",63,2460.0,1,1,,Đông,,,1, 3950473
Mt eastmark city 39 triệu m2 thanh toán 30 nhận nhà ck 1 5,"KDC Centana Điền Phúc Thành, Phường Hiệp Phú, Quận 9, TP HCM",70.3,2740.0,2,2,,,,,1,3951634
"Chỉ với 39tr/m2, mức giá ưu đãi nhất khu vực, thanh toán 30% nhận nhà, hỗ trợ ân","Phường Long Trường, Quận 9, TP HCM",70,2730.0,2,2,,,,,1,3955328
"Bán ch de capella, 56m2, 1 pn, full nội thất.","Căn hộ De Capella, Phường Bình Khánh, Quận 2, TP HCM",56,3300.0,1,1,,,,,,3956968
Tổng hợp quỹ căn eco city giá tốt từ 1.78 tỷ - 2.7 tỷ full nội thất cao cấp,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",64,1800.0,2,2,10,Đông nam,,,,3937519
Căn góc đông nam (73m2) ecocity việt hưng - nhận nhà ngay- hỗ trợ vay 70%,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",73,2400.0,2,2,,Đông nam,,,,3924837
Cơ hội sở hữu căn hộ 2pn cuối cùng tại kđt việt hưng chỉ 794 kí trực tiếp cđt,"KĐT Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",72,2100.0,2,2,5,Đông nam,,,,3946474
Dự án căn hộ bcons sala 2pn 2wc 15 230tr đến khi nhận nhà,"ĐT-743, Phường Đông Hòa, Thị Xã Dĩ An, Bình Dương",51,1600.0,2,2,29,,,,4,3949891
Căn hộ sân vườn cao cấp chất lượng vượt trội,"Phường Ghềnh Ráng, Thành Phố Quy Nhơn, Bình Định",50,1900.0,2,1,8,Tây bắc,7,7,1,3956953
"Chỉ đóng 1,5 tỷ sở hữu ngay căn hộ cao cấp vitoria village quận2.lh:0906021418","Victoria Village, Phường Thạnh Mỹ Lợi, Quận 2, TP HCM",70,1500.0,2,2,15,,40,8,,3946231
"Chỉ đóng 1,32 tỷ sở hữu căn hộ sunshine city sài gòn, giỏ hàng trực tiếp từ cđt.","Sunshine City Sài Gòn, Phường Tân Phú, Quận 7, TP HCM",70,1320.0,2,2,15,,20,8,,3946598
Bán căn hộ tầng 9 view biển tòa OC1B Mường Thanh Viễn Triêud,"Thành Phố Nha Trang,",70,2000.0,,,,Đông,,,,3956903
"Giá tốt, căn hộ chung cư s2 vinhomes oceanpark, dt 57m2, 2pn, 1wc, full nội thất","Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",57,1960.0,2,1,,Đông nam,15,,,3956900
"Em có căn tập thể ở minh khai, tập thể khóa. hai bà trưng","Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",45,1480.0,2,1,3,Bắc,,,1,3955834
"Tập thể (tầng 2) c9 - hoàng ngọc phách nam thành công, đống đa","Hoàng Ngọc Phách, Phường Láng Hạ, Quận Đống Đa, Hà Nội",70,2350.0,2,1,2,Đông nam,6,,1,3956409
"Cắt lỗ 300tr căn 3pn dự án urban hill phú mỹ hưng, nhà bàn giao pmh","Quận 7, TP HCM",108,7100.0,3,2,,,,,,3911735
Bán căn hộ chung cư lê thành tân tạo bình tân,"Căn hộ Lê Thành Tân Tạo, Phường Tân Tạo, Quận Bình Tân, TP HCM",34,585,1,1,12,Đông nam,,,4,3956852
"Suất nội bộ 1pn lavita thuận an, giá 1,76 tỷ thanh toán 30% nhận nhà ck 18%","Phường Thuận Giao, Thị Xã Thuận An, Bình Dương",68,2800.0,,,,Đông nam,,,,3956851
Chung cư cao cấp cơ hội có 102 sở hữu bđs nội đô trái tim vàng của thành phố,"Phạm Ngọc Thạch, Phường Trung Tự, Quận Đống Đa, Hà Nội",83,1900.0,,,,,,,,3956842
Chính chủ bán căn hộ chung cư dự án beverly hilis hạ long,"Phường Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",128,5000.0,3,2,,Đông nam,,,1,3956828
Tôi cần bán căn hộ 2 ngủ-82m2 tại chung cư hòa phát 257 giải phóng-hà nội,"Giải Phóng, Phường Phương Mai, Quận Đống Đa, Hà Nội",82,3000.0,2,2,1,,,,,3947380
Bán căn hộ 92m2 tại chung cư cao cấp artemis-lê trọng tấn-thanh xuân-hn,"Căn hộ Artemis Số 3 Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",92,4200.0,2,2,1,,,,,3947384
Bán gấp căn hộ 3 ngủ tại chung cư ct8-the emerald mỹ đình-hà nội,"The Emerald Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",103,4300.0,3,2,1,,,,,3947392
Mình cần bán căn hộ 3 ngủ-109m2 tại chung cư hòa phát 257 giải phóng-hn,"Giải Phóng, Phường Phương Mai, Quận Đống Đa, Hà Nội",109,4100.0,3,2,1,,,,,3947369
Bán nhanh căn hộ 166m3-3 ngủ tại kđt văn khê- hà đông-hn,"KĐT Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội",166,3300.0,3,3,1,,,,1,3945878
Bán căn hộ 3 ngủ-114m2 ở housinco nguyễn xiển giá tốt,"Housinco Premium, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",114,3600.0,3,2,1,,,,,3949346
Bán nhanh căn hộ 90m2-2 ngủ tại khu đô thị văn khê- hà đông-hà nội,"KĐT Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội",90,2000.0,2,2,1,,,,,3950072
"Bán căn 04 ngủ diện tích 127m2 tầng 6 - giá 2 tỷ 835, ký trực tiếp cđt","Tecco Diamond, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",127,2800.0,4,3,,,,,,3953050
"Sở hữu căn hộ 4pn - dt 127m2 nhận nhà ở ngay , sổ đỏ trao tay giá chỉ từ 22tr/m2","Tecco Skyville Tower, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",127,2790.0,4,3,,,,,1,3945404
Căn hộ 4pn tecco garden: của hiếm còn sót lại ở thủ đô,"Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",127,2800.0,4,3,,,,,1,3946742
"Bán căn 96m2 ban công đông nam, quà tặng lên tới 75tr ck 4% htls 0% 12 tháng","Tecco Diamond, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",96,2780.0,3,3,,,,,1,3953569
Chỉ còn chưa đến 20 căn 2 và 3 ngủ tài chính 2.7 - 3tỷ chung cư tây hồ riverview,"Chung cư Tây Hồ RiverView, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",72,2600.0,2,2,,Nam,,,,3953051
Chỉ còn 1 căn duy nhất ở imperia smart city vinhomes smart city,"Vinhomes Smart City, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",64,625,2,2,38,Đông bắc,20,20,4,3955813
Dự án imperia smart city đã mở bán bạn đã biết chưa,"Vinhomes Smart City, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",54,2400.0,2,1,15,Đông bắc,30,30,,3956605
Căn hộ bình dương hưng thịnh lavita thuận an đường quốc lộ 13 rộng 70m2,"Đại Lộ Bình DƯơng, Phường Thuận Giao, Thị Xã Thuận An, Bình Dương",70,2500.0,2,2,38,,60,60,1,3956745
"Sở hữu căn 148.5m2 4pn đẳng cấp nhất hc golden city - bồ đề, long biên từ 6.1ỷ","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",148,6100.0,4,3,,,,,,3956702
Căn hộ hạng sang đẳng cấp resort tp.thuận an bình dương,"Phường Thuận Giao, Thị Xã Thuận An, Bình Dương",70,2280.0,2,2,38,Đông nam,20,500,1,3956700
"Bán lại căn 74m2 chung cư phương đông green park, trần thủ độ","Phương Đông Green Park, Quận Hoàng Mai, Hà Nội",74,2000.0,,,,,,,,3942408
"Bán căn An Viên 75m² 2Pn, 2wc, View Q1. Lh: 0931119028 ","TRẦN TRỌNG CUNG, Quận 7, ",75,2650.0,,,,,,,,3925316
Bán căn hộ D-vela 70m² tầng cao view Q1.lh: 0931119028,"Căn hộ D-Vela, Quận 7, ",70,2450.0,,,,,,,,3949324
Ch gần cầu vượt sóng thần duy nhất căn 51m2 tầng đẹp -tt 300tr - ck 6.2%-có vay,"Bế Văn Đàn, Phường An Bình, Thị Xã Dĩ An, Bình Dương",51,1900.0,2,2,29,Bắc,,,4,3951607
Bán 10 căn hộ 2pn cuối cùng dự án phương đông green home,"Phường Đức Giang, Quận Long Biên, Hà Nội",72,2300.0,2,2,,,,,,3951603
Cần bán căn 2pn 2vs phương đông greenhome,"Phường Đức Giang, Quận Long Biên, Hà Nội",72,2300.0,2,2,,,,,,3953661
Chung cư tecco diamond nhận nhà căn 3pn chỉ với 690 triệu,"Tecco Diamond, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",81,2300.0,3,2,,,,,,3953983
"Bán căn hộ chung cư phương đông green home hướng đông bắc chỉ từ 2,2 tỷ.","Đường giữa khu tập thể Diêm và Gỗ, Phường Đức Giang, Quận Long Biên, Hà Nội",72,2200.0,2,2,,,,,,3956654
"Bán căn hộ chung cư tại dự án valencia garden, long biên, hà nội diện tích 61m2","Căn hộ Valencia Garden, Phường Việt Hưng, Quận Long Biên, Hà Nội",61,1550.0,2,1,,Đông nam,,,,3956627
"Bán chung cư le grand jardin sài đồng, căn góc chỉ từ 1 tỷ đồng","Chung cư Le Grand Jardin, Phường Sài Đồng, Quận Long Biên, Hà Nội",54.06,2100.0,2,1,,Tây bắc,,,,3956614
Căn góc 3-4 pn chung cư berriver 390 nguyễn văn cừ giá chỉ từ 3.9 tỷ,"Berriver Long Biên, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3900.0,3,2,,,,,,3956615
Cần tiền nên gia đình cần đẩy nhanh căn hộ 2pn 1vs giá chỉ 1.55 tỷ tại vhop,"Vinhomes Ocean Park, Xã Dương Xá, Huyện Gia Lâm, Hà Nội",60,1550.0,2,1,,Đông bắc,,,1,3955235
Chỉ với 1.25 tỷ - nhận nhà ở ngay căn hộ 1pn 1 giá cực rẻ ngay tại vhop,"Vinhomes Ocean Park, Xã Dương Xá, Huyện Gia Lâm, Hà Nội",48,1250.0,1,1,,Đông bắc,,,1,3955251
Căn góc 2pn 1(2vs) ban công đông bắc giá cực rẻ chỉ 1.9 tỷ vinhomes ocean park,"Vinhomes Ocean Park, Xã Dương Xá, Huyện Gia Lâm, Hà Nội",70,1900.0,2,2,,Đông bắc,,,1,3954062
